unitName,unitType,unitSize,race,meleeAttack,meleeDefense,hitPointsPerUnit,weaponStrength,speed,leadership,armor,chargeBonus,chargeImpactDamage,chargeCount,baseRange,attackAccuracy,missileStrength,rarityTier,baseUnitCount,attackCooldown,ammunition,rateOfFire,explosionDamage,explosionRange,explosionForce,none,standardShields,armorPiercing,antiInfantry,antiLarge,terrifying,stalwart,outrider,swampCreature,forestDweller,chickenFlight,ethereal,bloodFrenzy,rage,emblazing,unstoppable,heavyShields,throwingAxes,armorSundering,monsterSlayer,forgefuryTempering,flamingAmmo,dragonsHoard,backStabbers,thickScales,shotDiscipline,overdraw,steadyAim,demolisher,powderReserves,deepQuivers
ScalebowKobolds,Ranged,Infantry,DrakosaurBrood,28,28,100,24,35,30,30,4,0,3,45,55,5,Common,48,1,450,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Brutes,Melee,Monstrous,DrakosaurBrood,42,32,900,65,40,45,60,55,60,3,0,0,0,Uncommon,8,2,0,0,15,2,0,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
RaptorRiders,Melee,Cavalry,DrakosaurBrood,35,28,150,33,80,40,30,75,95,3,0,0,0,Uncommon,24,1,0,0,0,0,0,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Redhorns,Melee,Infantry,DrakosaurBrood,32,30,120,29,40,40,65,4,0,3,0,0,0,Uncommon,48,1,0,0,0,0,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VenomtailArchers,Ranged,Infantry,DrakosaurBrood,28,24,100,24,40,50,30,4,0,3,60,50,10,Uncommon,48,1,550,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
BlackDragon,Melee,SingleUnit,DrakosaurBrood,65,45,2900,355,42,90,80,45,85,3,0,0,0,Rare,1,2.5,0,0,35,3,0,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false
BloodCarnos,Melee,SingleUnit,DrakosaurBrood,65,40,3000,355,42,60,110,45,50,3,0,0,0,Rare,1,2.5,0,0,35,3,0,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Leviathans,Melee,Monstrous,DrakosaurBrood,42,40,800,50,40,90,95,4,60,3,0,0,0,Rare,8,2,0,0,35,1,0,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
StegoplateGuard,Melee,Infantry,DrakosaurBrood,33,38,140,34,25,70,105,4,0,3,0,0,0,Rare,36,1,0,0,0,0,0,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
TriceraPlatform,Artillery,Artillery,DrakosaurBrood,32,28,300,26,15,30,50,4,0,1,125,75,195,Rare,3,1,40,10,75,7,6,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Kaiju,Melee,Monstrous,DrakosaurBrood,45,40,1400,70,44,80,110,18,65,3,0,0,0,Legendary,4,2,0,0,35,2,0,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ObsidianScales,Melee,Infantry,DrakosaurBrood,48,41,120,42,40,90,85,4,0,3,0,0,0,Legendary,36,1,0,0,0,0,0,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Gate,Structure,SingleUnit,Special,0,0,2000,0,0,100,0,0,0,0,95,90,110,Common,1,0.1,750,1,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ArchersOfApollo,Ranged,Infantry,Special,14,17,100,24,33,80,15,2,0,3,85,65,12,Legendary,48,1,1200,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
